trip_id,start_time,end_time,headway_secs
1046D0V,21:44:00,22:25:00,780
1046D1I,4:30:00,5:15:00,2700
1046D1I,5:15:00,8:03:00,1680
1046D1I,8:03:00,9:15:00,864
1046D1I,9:15:00,9:27:00,1440
1046D1I,9:27:00,9:39:00,720
1046D1I,9:39:00,22:35:00,810
1046D1V,5:05:00,5:55:00,3000
1046D1V,5:55:00,7:46:00,1665
1046D1V,7:46:00,22:25:00,798
1052D2I,6:00:00,6:31:00,1860
1052D2I,6:31:00,8:19:00,1620
1052D2I,8:19:00,9:48:00,1068
1052D2I,9:48:00,10:02:00,1680
1052D2I,10:02:00,10:16:00,840
1052D2I,10:16:00,11:25:00,1035
1052D2I,11:25:00,11:38:00,1560
1052D2I,11:38:00,11:51:00,780
1052D2I,11:51:00,15:33:00,833
1052D2I,15:33:00,15:44:00,1320
1052D2I,15:44:00,15:56:00,720
1052D2I,15:56:00,22:45:00,846
1052D2I,22:45:00,23:20:00,2100
1052D2I,23:20:00,24:25:00,3900
1052D2I,24:25:00,25:30:00,3900
1052D2V,6:00:00,6:31:00,1860
1052D2V,6:31:00,8:50:00,1668
1052D2V,8:50:00,9:34:00,1320
1052D2V,9:34:00,9:48:00,1680
1052D2V,9:48:00,10:02:00,840
1052D2V,10:02:00,20:08:00,808
1052D2V,20:08:00,20:23:00,1800
1052D2V,20:23:00,20:38:00,900
1052D2V,20:38:00,23:20:00,900
1052D2V,23:20:00,24:25:00,3900
1052D2V,24:25:00,25:30:00,3900
1052D0I,5:30:00,6:00:00,1800
1052D0I,6:00:00,7:09:00,828
1052D0I,7:09:00,7:25:00,960
1052D0I,7:25:00,7:42:00,1500
1052D0I,7:42:00,7:51:00,1080
1052D0I,7:51:00,8:00:00,540
1052D0I,8:00:00,8:18:00,1080
1052D0I,8:18:00,8:26:00,1020
1052D0I,8:26:00,8:34:00,480
1052D0I,8:34:00,8:58:00,720
1052D0I,8:58:00,9:14:00,1440
1052D0I,9:14:00,9:22:00,960
1052D0I,9:22:00,9:30:00,480
1052D0I,9:30:00,12:25:00,553
1052D0I,12:25:00,12:33:00,960
1052D0I,12:33:00,12:41:00,480
1052D0I,12:41:00,20:00:00,599
1052D0I,20:00:00,20:10:00,1200
1052D0I,20:10:00,20:20:00,600
1052D0I,20:20:00,22:50:00,643
1052D0I,22:50:00,23:20:00,1800
1052D0I,23:20:00,24:25:00,3900
1052D0I,24:25:00,25:30:00,3900
1052D0V,5:30:00,6:00:00,1800
1052D0V,6:00:00,6:43:00,860
1052D0V,6:43:00,7:28:00,675
1052D0V,7:28:00,7:44:00,1440
1052D0V,7:44:00,8:02:00,1560
1052D0V,8:02:00,8:18:00,1500
1052D0V,8:18:00,8:26:00,960
1052D0V,8:26:00,8:34:00,480
1052D0V,8:34:00,9:16:00,630
1052D0V,9:16:00,9:25:00,1080
1052D0V,9:25:00,9:34:00,540
1052D0V,9:34:00,12:06:00,570
1052D0V,12:06:00,12:14:00,960
1052D0V,12:14:00,12:22:00,480
1052D0V,12:22:00,20:04:00,603
1052D0V,20:04:00,20:16:00,1380
1052D0V,20:16:00,20:28:00,720
1052D0V,20:28:00,22:17:00,818
1052D0V,22:17:00,22:45:00,1680
1052D0V,22:45:00,23:20:00,2100
1052D0V,23:20:00,24:25:00,3900
1052D0V,24:25:00,25:30:00,3900
1052D1I,6:00:00,6:32:00,1920
1052D1I,6:32:00,8:27:00,1725
1052D1I,8:27:00,9:49:00,984
1052D1I,9:49:00,10:02:00,1560
1052D1I,10:02:00,10:16:00,840
1052D1I,10:16:00,14:43:00,890
1052D1I,14:43:00,14:54:00,1320
1052D1I,14:54:00,15:05:00,660
1052D1I,15:05:00,20:51:00,741
1052D1I,20:51:00,21:03:00,1440
1052D1I,21:03:00,21:14:00,330
1052D1I,21:14:00,21:36:00,1320
1052D1I,21:36:00,21:47:00,660
1052D1I,21:47:00,23:06:00,790
1052D1I,23:06:00,23:40:00,2040
1052D1I,23:40:00,27:00:00,2004
1052D1V,6:00:00,6:33:00,1980
1052D1V,6:33:00,8:28:00,1725
1052D1V,8:28:00,14:48:00,877
1052D1V,14:48:00,15:00:00,1440
1052D1V,15:00:00,15:12:00,720
1052D1V,15:12:00,20:55:00,762
1052D1V,20:55:00,21:23:00,2460
1052D1V,21:23:00,21:37:00,1680
1052D1V,21:37:00,21:51:00,840
1052D1V,21:51:00,22:25:00,1020
1052D1V,22:25:00,23:40:00,1500
1052D1V,23:40:00,27:00:00,2004
994D2I,6:40:00,7:28:00,2880
994D2I,7:28:00,9:08:00,1500
994D2I,9:08:00,19:17:00,962
994D2I,19:17:00,19:29:00,1440
994D2I,19:29:00,19:41:00,360
994D2I,19:41:00,20:04:00,1380
994D2I,20:04:00,20:15:00,660
994D2I,20:15:00,22:35:00,840
994D2I,22:35:00,23:20:00,1200
994D2I,23:20:00,24:05:00,2700
994D2I,24:05:00,24:45:00,2400
994D2I,24:45:00,25:30:00,2700
994D2V,6:00:00,6:45:00,2700
994D2V,6:45:00,8:23:00,1470
994D2V,8:23:00,23:00:00,907
994D2V,23:00:00,24:05:00,1200
994D2V,24:05:00,24:50:00,2700
994D2V,24:50:00,25:30:00,2400
994D0I,6:11:00,6:36:00,1500
994D0I,6:36:00,7:23:00,705
994D0I,7:23:00,19:50:00,431
994D0I,19:50:00,19:57:00,840
994D0I,19:57:00,20:04:00,420
994D0I,20:04:00,21:15:00,533
994D0I,21:15:00,21:30:00,900
994D0I,21:30:00,22:00:00,900
994D0I,22:00:00,22:40:00,2400
994D0I,22:40:00,23:25:00,2700
994D0I,23:25:00,24:05:00,2400
994D0I,24:05:00,24:45:00,2400
994D0I,24:45:00,25:30:00,2700
994D0V,5:30:00,5:55:00,1500
994D0V,5:55:00,6:39:00,660
994D0V,6:39:00,7:32:00,454
994D0V,7:32:00,7:38:00,720
994D0V,7:38:00,7:44:00,360
994D0V,7:44:00,8:02:00,540
994D0V,8:02:00,8:14:00,1080
994D0V,8:14:00,8:21:00,780
994D0V,8:21:00,8:28:00,210
994D0V,8:28:00,8:42:00,840
994D0V,8:42:00,8:49:00,420
994D0V,8:49:00,22:10:00,437
994D0V,22:10:00,22:45:00,1050
994D0V,22:45:00,23:20:00,2100
994D0V,23:20:00,24:05:00,2700
994D0V,24:05:00,24:50:00,2700
994D0V,24:50:00,25:30:00,2400
994D1I,6:10:00,6:55:00,2700
994D1I,6:55:00,7:57:00,1860
994D1I,7:57:00,20:56:00,866
994D1I,20:56:00,21:09:00,1560
994D1I,21:09:00,21:22:00,780
994D1I,21:22:00,22:25:00,945
994D1I,22:25:00,23:20:00,1650
994D1I,23:20:00,27:05:00,1714
994D1V,5:30:00,6:10:00,2400
994D1V,6:10:00,7:12:00,1860
994D1V,7:12:00,23:10:00,912
994D1V,23:10:00,27:00:00,1671
