route_id,service_id,trip_id,trip_headsign,shape_id
AE-MC,1442,2568283,Machado,43
AE-MC,1442,2568284,Machado,43
AA-MC,1442,2568332,Machado,45
MM-AA,1442,2568021,Alameda,6
AA-MC,1442,2568334,Machado,45
MM-AA,1442,2568022,Alameda,6
TA-MC,1442,2568381,Machado,45
RI-MC,1442,2568419,Machado,69
V10-190-197,2759,4459798,Natzaret,74
V10-197-190,2759,4459892,Alacant,73
V10-190-197,2759,4459799,Natzaret,74
V10-197-190,2759,4459893,Alacant,73
V10-190-197,2759,4459800,Natzaret,74
V10-197-190,2759,4459894,Alacant,73
V10-190-197,2759,4459801,Natzaret,74
V10-197-190,2759,4459895,Alacant,73
V10-190-197,2759,4459802,Natzaret,74
V1-36-24,2759,4459001,Seminari - CEU,2
V10-197-190,2759,4459896,Alacant,73
V10-190-197,2759,4459803,Natzaret,74
V10-197-190,2759,4459897,Alacant,73
V10-190-197,2759,4459804,Natzaret,74
V10-197-190,2759,4459898,Alacant,73
V10-190-197,2759,4459805,Natzaret,74
V10-197-190,2759,4459899,Alacant,73
V10-190-194,2759,4459806,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459900,Alacant,73
V10-190-197,2759,4459807,Natzaret,74
V10-197-190,2759,4459901,Alacant,73
V10-190-194,2759,4459808,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459902,Alacant,73
V10-190-197,2759,4459809,Natzaret,74
V10-197-190,2759,4459903,Alacant,73
V10-190-194,2759,4459810,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459904,Alacant,73
V10-190-197,2759,4459811,Natzaret,74
V10-197-190,2759,4459905,Alacant,73
V10-190-194,2759,4459812,Ciutat Arts i Ciències - Justícia,74
V1-35-24,2759,4459000,Seminari - CEU,48
V10-194-190,2759,4459906,Alacant,73
V10-190-197,2759,4459813,Natzaret,74
V10-197-190,2759,4459907,Alacant,73
V10-190-194,2759,4459814,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459908,Alacant,73
V10-190-197,2759,4459815,Natzaret,74
V10-197-190,2759,4459909,Alacant,73
V10-190-194,2759,4459816,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459910,Alacant,73
V10-190-197,2759,4459817,Natzaret,74
V10-197-190,2759,4459911,Alacant,73
V10-190-194,2759,4459818,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459912,Alacant,73
V10-190-197,2759,4459819,Natzaret,74
V10-197-190,2759,4459913,Alacant,73
V10-190-194,2759,4459820,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459914,Alacant,73
V10-190-197,2759,4459821,Natzaret,74
V10-197-190,2759,4459915,Alacant,73
V10-190-194,2759,4459822,Ciutat Arts i Ciències - Justícia,74
V1-36-24,2759,4458999,Seminari - CEU,2
V10-194-190,2759,4459916,Alacant,73
V10-190-197,2759,4459823,Natzaret,74
V10-197-190,2759,4459917,Alacant,73
V10-190-194,2759,4459824,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459918,Alacant,73
V10-190-197,2759,4459825,Natzaret,74
V10-197-190,2759,4459919,Alacant,73
V10-190-194,2759,4459826,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459920,Alacant,73
V10-190-197,2759,4459827,Natzaret,74
V10-197-190,2759,4459921,Alacant,73
V10-190-194,2759,4459828,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459922,Alacant,73
V10-190-197,2759,4459829,Natzaret,74
V10-197-190,2759,4459923,Alacant,73
V10-190-194,2759,4459830,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459924,Alacant,73
V10-190-197,2759,4459831,Natzaret,74
V10-197-190,2759,4459925,Alacant,73
V10-190-194,2759,4459832,Ciutat Arts i Ciències - Justícia,74
V1-38-24,2759,4458998,Bétera,48
V10-194-190,2759,4459926,Alacant,73
V10-190-197,2759,4459833,Natzaret,74
V10-197-190,2759,4459927,Alacant,73
V10-190-194,2759,4459834,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459928,Alacant,73
V10-190-197,2759,4459835,Natzaret,74
V10-197-190,2759,4459929,Alacant,73
V10-190-194,2759,4459836,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459930,Alacant,73
V10-190-197,2759,4459837,Natzaret,74
V10-197-190,2759,4459931,Alacant,73
V10-190-194,2759,4459838,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459932,Alacant,73
V10-190-197,2759,4459839,Natzaret,74
V10-197-190,2759,4459933,Alacant,73
V10-190-194,2759,4459840,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459934,Alacant,73
V10-190-197,2759,4459841,Natzaret,74
V10-197-190,2759,4459935,Alacant,73
V10-190-194,2759,4459842,Ciutat Arts i Ciències - Justícia,74
V1-36-24,2759,4458997,Seminari - CEU,2
V10-194-190,2759,4459936,Alacant,73
V10-190-197,2759,4459843,Natzaret,74
V10-197-190,2759,4459937,Alacant,73
V10-190-194,2759,4459844,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459938,Alacant,73
V10-190-197,2759,4459845,Natzaret,74
V10-197-190,2759,4459939,Alacant,73
V10-190-194,2759,4459846,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459940,Alacant,73
V10-190-197,2759,4459847,Natzaret,74
V1-24-36,2759,4459322,Pl. Espanya,48
V10-197-190,2759,4459941,Alacant,73
V10-190-194,2759,4459848,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459942,Alacant,73
V10-190-197,2759,4459849,Natzaret,74
V10-197-190,2759,4459943,Alacant,73
V10-190-194,2759,4459850,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459944,Alacant,73
V10-190-197,2759,4459851,Natzaret,74
V10-197-190,2759,4459945,Alacant,73
V10-190-194,2759,4459852,Ciutat Arts i Ciències - Justícia,74
V1-39-25,2759,4458996,Bétera,48
V10-194-190,2759,4459946,Alacant,73
V10-190-197,2759,4459853,Natzaret,74
V10-197-190,2759,4459947,Alacant,73
V10-190-194,2759,4459854,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459948,Alacant,73
V10-190-197,2759,4459855,Natzaret,74
V10-197-190,2759,4459949,Alacant,73
V10-190-194,2759,4459856,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459950,Alacant,73
V10-190-197,2759,4459857,Natzaret,74
V1-24-36,2759,4459323,Pl. Espanya,48
V10-197-190,2759,4459951,Alacant,73
V10-190-194,2759,4459858,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459952,Alacant,73
V10-190-197,2759,4459859,Natzaret,74
V10-197-190,2759,4459953,Alacant,73
V10-190-194,2759,4459860,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459954,Alacant,73
V10-190-197,2759,4459861,Natzaret,74
V10-197-190,2759,4459955,Alacant,73
V10-190-194,2759,4459862,Ciutat Arts i Ciències - Justícia,74
V1-36-25,2759,4458995,Seminari - CEU,48
V10-194-190,2759,4459956,Alacant,73
V10-190-197,2759,4459863,Natzaret,74
V10-197-190,2759,4459957,Alacant,73
V10-190-194,2759,4459864,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459958,Alacant,73
V10-190-197,2759,4459865,Natzaret,74
V10-197-190,2759,4459959,Alacant,73
V10-190-194,2759,4459866,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459960,Alacant,73
V10-190-197,2759,4459867,Natzaret,74
V1-24-36,2759,4459321,Pl. Espanya,48
V10-197-190,2759,4459961,Alacant,73
V10-190-194,2759,4459868,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459962,Alacant,73
V10-190-197,2759,4459869,Natzaret,74
V10-197-190,2759,4459963,Alacant,73
V10-190-194,2759,4459870,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459964,Alacant,73
V10-190-197,2759,4459871,Natzaret,74
V10-197-190,2759,4459965,Alacant,73
V10-190-194,2759,4459872,Ciutat Arts i Ciències - Justícia,74
V1-38-24,2759,4458994,Bétera,48
V10-194-190,2759,4459966,Alacant,73
V10-190-197,2759,4459873,Natzaret,74
V10-197-190,2759,4459967,Alacant,73
V10-190-194,2759,4459874,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459968,Alacant,73
V10-190-197,2759,4459875,Natzaret,74
V10-197-190,2759,4459969,Alacant,73
V10-190-194,2759,4459876,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459970,Alacant,73
V10-190-197,2759,4459877,Natzaret,74
V1-24-39,2759,4459320,Pl. Espanya,48
V10-197-190,2759,4459971,Alacant,73
V10-190-194,2759,4459878,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459972,Alacant,73
V10-190-197,2759,4459879,Natzaret,74
V10-197-190,2759,4459973,Alacant,73
V10-190-194,2759,4459880,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459974,Alacant,73
V10-190-197,2759,4459881,Natzaret,74
V10-197-190,2759,4459975,Alacant,73
V10-190-194,2759,4459882,Ciutat Arts i Ciències - Justícia,74
V1-36-24,2759,4458993,Seminari - CEU,2
V10-194-190,2759,4459976,Alacant,73
V10-190-197,2759,4459883,Natzaret,74
V10-197-190,2759,4459977,Alacant,73
V10-190-194,2759,4459884,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459978,Alacant,73
V10-190-197,2759,4459885,Natzaret,74
V10-197-190,2759,4459979,Alacant,73
V10-190-194,2759,4459886,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2759,4459980,Alacant,73
V10-190-197,2759,4459887,Natzaret,74
V1-24-36,2759,4459317,Pl. Espanya,48
V10-197-190,2759,4459981,Alacant,73
V10-190-197,2759,4459888,Natzaret,74
V10-197-190,2759,4459982,Alacant,73
V10-190-197,2759,4459889,Natzaret,74
V10-197-190,2759,4459983,Alacant,73
V10-190-197,2759,4459890,Natzaret,74
V10-197-190,2759,4459984,Alacant,73
V10-190-197,2759,4459891,Natzaret,74
V10-197-190,2759,4459985,Alacant,73
V1-39-25,2759,4458992,Bétera,48
V1-24-39,2759,4459318,Pl. Espanya,48
V1-36-25,2759,4458991,Seminari - CEU,48
V1-24-36,2759,4459319,Pl. Espanya,48
V1-38-24,2759,4458990,Bétera,48
V1-24-39,2759,4459316,Pl. Espanya,48
V1-36-24,2759,4458989,Seminari - CEU,2
V1-24-36,2759,4459315,Pl. Espanya,48
V1-39-24,2759,4458988,Bétera,2
V1-24-39,2759,4459314,Pl. Espanya,48
V1-36-25,2759,4458987,Seminari - CEU,48
V1-24-36,2759,4459313,Pl. Espanya,48
V1-39-24,2759,4458986,Bétera,2
V1-24-39,2759,4459312,Pl. Espanya,48
V1-35-24,2759,4458985,Seminari - CEU,48
V1-24-36,2759,4459311,Pl. Espanya,48
V1-39-24,2759,4458984,Bétera,2
V1-24-39,2759,4459310,Pl. Espanya,48
V1-36-24,2759,4458983,Seminari - CEU,2
V1-24-36,2759,4459309,Pl. Espanya,48
V1-39-24,2759,4458982,Bétera,2
V1-24-39,2759,4459308,Pl. Espanya,48
V1-36-24,2759,4458981,Seminari - CEU,2
V1-24-36,2759,4459307,Pl. Espanya,48
V1-39-24,2759,4458980,Bétera,2
V1-24-38,2759,4459306,Pl. Espanya,2
V1-36-25,2759,4458979,Seminari - CEU,48
V1-24-36,2759,4459305,Pl. Espanya,48
V1-39-24,2759,4458978,Bétera,2
V1-24-39,2759,4459304,Pl. Espanya,48
V1-36-24,2759,4458977,Seminari - CEU,2
V1-24-36,2759,4459303,Pl. Espanya,48
V1-38-25,2759,4458976,Bétera,48
V1-24-39,2759,4459302,Pl. Espanya,48
V1-36-24,2759,4458975,Seminari - CEU,2
V1-24-36,2759,4459301,Pl. Espanya,48
V1-39-24,2759,4458974,Bétera,2
V1-24-38,2759,4459300,Pl. Espanya,2
V1-34-24,2759,4458973,Seminari - CEU,48
V1-24-36,2759,4459299,Pl. Espanya,48
V1-39-27,2759,4458972,Bétera,48
V1-24-39,2759,4459298,Pl. Espanya,48
V1-36-24,2759,4458971,Seminari - CEU,2
V1-24-36,2759,4459297,Pl. Espanya,48
V1-39-24,2759,4458970,Bétera,2
V1-24-39,2759,4459296,Pl. Espanya,48
V1-36-24,2759,4458969,Seminari - CEU,2
V1-24-35,2759,4459295,Pl. Espanya,2
V1-39-24,2759,4458968,Bétera,2
V1-24-39,2759,4459294,Pl. Espanya,48
V1-33-27,2759,4458967,Seminari - CEU,48
V1-24-36,2759,4459293,Pl. Espanya,48
V1-39-24,2759,4458966,Bétera,2
V1-24-39,2759,4459292,Pl. Espanya,48
V1-36-24,2759,4458965,Seminari - CEU,2
V1-24-35,2759,4459291,Pl. Espanya,2
V1-39-25,2759,4458964,Bétera,48
V1-24-39,2759,4459290,Pl. Espanya,48
V1-36-24,2759,4458963,Seminari - CEU,2
V1-25-36,2759,4459289,Pl. Espanya,48
V1-39-24,2759,4458962,Bétera,2
V1-24-39,2759,4459288,Pl. Espanya,48
V1-35-26,2759,4458961,Seminari - CEU,48
V1-24-36,2759,4459287,Pl. Espanya,48
V1-39-24,2759,4458960,Bétera,2
V1-24-39,2759,4459286,Pl. Espanya,48
V1-36-24,2759,4458959,Seminari - CEU,2
V1-24-36,2759,4459285,Pl. Espanya,48
V1-39-24,2759,4458958,Bétera,2
V1-24-39,2759,4459284,Pl. Espanya,48
V1-36-25,2759,4458957,Seminari - CEU,48
V1-24-36,2759,4459283,Pl. Espanya,48
V1-39-24,2759,4458956,Bétera,2
V1-24-39,2759,4459282,Pl. Espanya,48
V1-36-24,2759,4458955,Seminari - CEU,2
V1-24-36,2759,4459281,Pl. Espanya,48
V1-38-24,2759,4458954,Bétera,48
V1-24-39,2759,4459280,Pl. Espanya,48
V1-36-26,2759,4458953,Seminari - CEU,48
V1-24-35,2759,4459279,Pl. Espanya,2
V1-39-24,2759,4458952,Bétera,2
V1-24-39,2759,4459278,Pl. Espanya,48
V1-35-24,2759,4458951,Seminari - CEU,48
V1-24-36,2759,4459277,Pl. Espanya,48
V1-38-24,2759,4458950,Bétera,48
V1-24-39,2759,4459276,Pl. Espanya,48
V1-39-24,2759,4458949,Bétera,2
V1-24-35,2759,4459275,Pl. Espanya,2
V1-24-39,2759,4459274,Pl. Espanya,48
V1-24-36,2759,4459273,Pl. Espanya,48
V1-24-39,2759,4459272,Pl. Espanya,48
V1-24-38,2759,4459271,Pl. Espanya,2
V2-44-26,2759,4458948,Paterna,47
V2-24-44,2759,4459270,Pl. Espanya,47
V2-44-24,2759,4458947,Paterna,1
V2-24-44,2759,4459269,Pl. Espanya,47
V2-44-24,2759,4458946,Paterna,1
V2-24-43,2759,4459268,Pl. Espanya,1
V2-44-25,2759,4458945,Paterna,47
V2-24-42,2759,4459267,Pl. Espanya,1
V2-44-24,2759,4458944,Paterna,1
V2-24-43,2759,4459266,Pl. Espanya,1
V2-40-25,2759,4458943,Paterna,47
V2-24-44,2759,4459265,Pl. Espanya,47
V2-44-24,2759,4458942,Paterna,1
V2-24-44,2759,4459264,Pl. Espanya,47
V2-44-24,2759,4458941,Paterna,1
V2-24-44,2759,4459263,Pl. Espanya,47
V2-44-24,2759,4458940,Paterna,1
V2-24-43,2759,4459262,Pl. Espanya,1
V2-44-24,2759,4458939,Paterna,1
V2-24-44,2759,4459261,Pl. Espanya,47
V2-44-24,2759,4458938,Paterna,1
V2-24-43,2759,4459260,Pl. Espanya,1
V2-44-25,2759,4458937,Paterna,47
V2-24-44,2759,4459259,Pl. Espanya,47
V2-42-24,2759,4458936,Paterna,47
V2-24-44,2759,4459258,Pl. Espanya,47
V2-43-24,2759,4458935,Paterna,47
V2-24-44,2759,4459257,Pl. Espanya,47
V2-44-24,2759,4458934,Paterna,1
V2-24-43,2759,4459256,Pl. Espanya,1
V2-44-24,2759,4458933,Paterna,1
V2-24-43,2759,4459255,Pl. Espanya,1
V2-43-24,2759,4458932,Paterna,47
V2-24-44,2759,4459254,Pl. Espanya,47
V2-44-24,2759,4458931,Paterna,1
V2-24-43,2759,4459253,Pl. Espanya,1
V2-44-24,2759,4458930,Paterna,1
V2-26-44,2759,4459252,Pl. Espanya,1
V2-40-24,2759,4458929,Paterna,47
V2-24-44,2759,4459251,Pl. Espanya,47
V2-42-24,2759,4458928,Paterna,47
V2-24-44,2759,4459250,Pl. Espanya,47
V2-44-24,2759,4458927,Paterna,1
V2-24-43,2759,4459249,Pl. Espanya,1
V2-44-24,2759,4458926,Paterna,1
V2-24-43,2759,4459248,Pl. Espanya,1
V2-44-24,2759,4458925,Paterna,1
V2-24-44,2759,4459247,Pl. Espanya,47
V2-44-24,2759,4458924,Paterna,1
V2-24-44,2759,4459246,Pl. Espanya,47
V2-44-24,2759,4458923,Paterna,1
V2-24-44,2759,4459245,Pl. Espanya,47
V2-43-24,2759,4458922,Paterna,47
V2-24-44,2759,4459244,Pl. Espanya,47
V2-44-26,2759,4458921,Paterna,47
V2-24-44,2759,4459243,Pl. Espanya,47
V2-44-24,2759,4458920,Paterna,1
V2-24-44,2759,4459242,Pl. Espanya,47
V2-43-24,2759,4458919,Paterna,47
V2-24-43,2759,4459241,Pl. Espanya,1
V2-44-25,2759,4458918,Paterna,47
V2-24-43,2759,4459240,Pl. Espanya,1
V2-44-24,2759,4458917,Paterna,1
V2-24-44,2759,4459239,Pl. Espanya,47
V2-44-24,2759,4458916,Paterna,1
V2-24-44,2759,4459238,Pl. Espanya,47
V2-43-24,2759,4458915,Paterna,47
V2-24-44,2759,4459237,Pl. Espanya,47
V2-44-24,2759,4458914,Paterna,1
V2-24-43,2759,4459236,Pl. Espanya,1
V2-41-25,2759,4458913,Paterna,47
V2-25-44,2759,4459235,Pl. Espanya,47
V2-44-24,2759,4458912,Paterna,1
V2-24-44,2759,4459234,Pl. Espanya,47
V2-44-24,2759,4458911,Paterna,1
V2-24-44,2759,4459233,Pl. Espanya,47
V2-44-24,2759,4458910,Paterna,1
V2-25-44,2759,4459232,Pl. Espanya,47
V2-43-26,2759,4458909,Paterna,47
V2-25-43,2759,4459231,Pl. Espanya,1
V2-44-24,2759,4458908,Paterna,1
V2-24-44,2759,4459230,Pl. Espanya,47
V2-44-24,2759,4458907,Paterna,1
V2-24-43,2759,4459229,Pl. Espanya,1
V2-44-24,2759,4458906,Paterna,1
V2-24-42,2759,4459228,Pl. Espanya,1
V2-44-25,2759,4458905,Paterna,47
V2-24-44,2759,4459227,Pl. Espanya,47
V2-44-24,2759,4458904,Paterna,1
V2-24-44,2759,4459226,Pl. Espanya,47
V2-44-25,2759,4458903,Paterna,47
V2-24-42,2759,4459225,Pl. Espanya,1
V2-44-26,2759,4458902,Paterna,47
V2-25-44,2759,4459224,Pl. Espanya,47
V2-42-24,2759,4458901,Paterna,47
V2-24-42,2759,4459223,Pl. Espanya,1
V2-42-24,2759,4458900,Paterna,47
V2-24-44,2759,4459222,Pl. Espanya,47
V2-44-24,2759,4458899,Paterna,1
V2-24-43,2759,4459221,Pl. Espanya,1
V2-44-25,2759,4458898,Paterna,47
V2-24-43,2759,4459220,Pl. Espanya,1
V2-44-24,2759,4458897,Paterna,1
V2-24-44,2759,4459219,Pl. Espanya,47
V2-43-25,2759,4458896,Paterna,47
V2-24-44,2759,4459218,Pl. Espanya,47
V2-42-24,2759,4458895,Paterna,47
V2-24-44,2759,4459217,Pl. Espanya,47
V3-64-79,2759,4458894,Rafelbunyol,43
V3-182-66,2759,4459216,Aeroport,43
V3-63-79,2759,4458893,Rafelbunyol,43
V3-181-79,2759,4459215,Aeroport,3
V3-64-66,2759,4458892,Rafelbunyol,3
V3-181-67,2759,4459214,Aeroport,3
V3-64-181,2759,4458891,Rafelbunyol,43
V3-181-64,2759,4459213,Aeroport,3
V3-64-182,2759,4458890,Rafelbunyol,3
V3-181-64,2759,4459212,Aeroport,3
V3-64-182,2759,4458889,Rafelbunyol,3
V3-182-64,2759,4459211,Aeroport,43
V3-64-182,2759,4458888,Rafelbunyol,3
V3-181-64,2759,4459210,Aeroport,3
V3-64-181,2759,4458887,Rafelbunyol,43
V3-181-64,2759,4459209,Aeroport,3
V3-63-182,2759,4458886,Rafelbunyol,43
V3-181-64,2759,4459208,Aeroport,3
V3-64-182,2759,4458885,Rafelbunyol,3
V3-182-64,2759,4459207,Aeroport,43
V3-64-180,2759,4458884,Rafelbunyol,43
V3-180-64,2759,4459206,Aeroport,3
V3-64-182,2759,4458883,Rafelbunyol,3
V3-182-64,2759,4459205,Aeroport,43
V3-64-182,2759,4458882,Rafelbunyol,3
V3-182-64,2759,4459204,Aeroport,43
V3-64-182,2759,4458881,Rafelbunyol,3
V3-182-63,2759,4459203,Aeroport,3
V3-64-182,2759,4458880,Rafelbunyol,3
V3-182-63,2759,4459202,Aeroport,3
V3-64-182,2759,4458879,Rafelbunyol,3
V3-181-64,2759,4459201,Aeroport,3
V3-64-180,2759,4458878,Rafelbunyol,43
V3-182-64,2759,4459200,Aeroport,43
V3-64-182,2759,4458877,Rafelbunyol,3
V3-181-62,2759,4459199,Aeroport,3
V3-64-182,2759,4458876,Rafelbunyol,3
V3-182-64,2759,4459198,Aeroport,43
V3-63-182,2759,4458875,Rafelbunyol,43
V3-182-64,2759,4459197,Aeroport,43
V3-64-182,2759,4458874,Rafelbunyol,3
V3-181-64,2759,4459196,Aeroport,3
V3-64-182,2759,4458873,Rafelbunyol,3
V3-182-64,2759,4459195,Aeroport,43
V3-59-182,2759,4458872,Rafelbunyol,3
V3-178-64,2759,4459194,Aeroport,3
V3-64-182,2759,4458871,Rafelbunyol,3
V3-179-63,2759,4459193,Aeroport,3
V3-64-180,2759,4458870,Rafelbunyol,43
V3-181-64,2759,4459192,Aeroport,3
V3-61-181,2759,4458869,Rafelbunyol,43
V3-181-64,2759,4459191,Aeroport,3
V3-64-182,2759,4458868,Rafelbunyol,3
V3-181-64,2759,4459190,Aeroport,3
V3-64-182,2759,4458867,Rafelbunyol,3
V3-180-64,2759,4459189,Aeroport,3
V3-64-182,2759,4458866,Rafelbunyol,3
V3-182-64,2759,4459188,Aeroport,43
V3-64-182,2759,4458865,Rafelbunyol,3
V3-182-63,2759,4459187,Aeroport,3
V3-64-182,2759,4458864,Rafelbunyol,3
V3-181-64,2759,4459186,Aeroport,3
V3-62-182,2759,4458863,Rafelbunyol,43
V3-180-64,2759,4459185,Aeroport,3
V3-64-182,2759,4458862,Rafelbunyol,3
V3-180-63,2759,4459184,Aeroport,3
V3-64-182,2759,4458861,Rafelbunyol,3
V3-179-63,2759,4459183,Aeroport,3
V3-64-178,2759,4458860,Rafelbunyol,3
V3-181-63,2759,4459182,Aeroport,3
V3-64-181,2759,4458859,Rafelbunyol,43
V3-181-63,2759,4459181,Aeroport,3
V3-64-182,2759,4458858,Rafelbunyol,3
V3-181-64,2759,4459180,Aeroport,3
V3-64-182,2759,4458857,Rafelbunyol,3
V3-181-63,2759,4459179,Aeroport,3
V3-64-182,2759,4458856,Rafelbunyol,3
V3-181-64,2759,4459178,Aeroport,3
V3-64-182,2759,4458855,Rafelbunyol,3
V3-181-63,2759,4459177,Aeroport,3
V3-64-182,2759,4458854,Rafelbunyol,3
V3-181-64,2759,4459176,Aeroport,3
V3-64-182,2759,4458853,Rafelbunyol,3
V3-181-63,2759,4459175,Aeroport,3
V3-64-182,2759,4458852,Rafelbunyol,3
V3-181-64,2759,4459174,Aeroport,3
V3-64-182,2759,4458851,Rafelbunyol,3
V3-181-63,2759,4459173,Aeroport,3
V3-64-182,2759,4458850,Rafelbunyol,3
V3-182-64,2759,4459172,Aeroport,43
V3-64-182,2759,4458849,Rafelbunyol,3
V3-181-63,2759,4459171,Aeroport,3
V3-64-178,2759,4458848,Rafelbunyol,3
V3-181-64,2759,4459170,Aeroport,3
V3-64-182,2759,4458847,Rafelbunyol,3
V3-182-64,2759,4459169,Aeroport,43
V3-64-180,2759,4458846,Rafelbunyol,43
V3-179-63,2759,4459168,Aeroport,3
V3-66-182,2759,4458845,Machado,3
V3-181-63,2759,4459167,Aeroport,3
V3-64-182,2759,4458844,Rafelbunyol,3
V3-182-64,2759,4459166,Aeroport,43
V3-66-182,2759,4458843,Machado,3
V3-179-62,2759,4459165,Aeroport,3
V3-64-182,2759,4458842,Rafelbunyol,3
V3-181-63,2759,4459164,Aeroport,3
V3-66-181,2759,4458841,Machado,43
V3-182-64,2759,4459163,Aeroport,43
V3-64-181,2759,4458840,Rafelbunyol,43
V3-179-62,2759,4459162,Aeroport,3
V3-69-182,2759,4458839,Machado,43
V3-66-182,2759,4458838,Machado,3
V3-68-182,2759,4458837,Machado,3
V4-94-102,2759,4459324,Vicent Andrés Estellés,25
V4-95-98,2759,4459557,Dr. Lluch,5
V4-98-102,2759,4459326,Vicent Andrés Estellés,5
V4-95-98,2759,4459558,Dr. Lluch,5
V4-98-114,2759,4459328,Mas del Rosari,5
V4-95-98,2759,4459559,Dr. Lluch,5
V4-98-102,2759,4459329,Vicent Andrés Estellés,5
V4-95-98,2759,4459560,Dr. Lluch,5
V4-98-114,2759,4459332,Mas del Rosari,5
V4-95-98,2759,4459562,Dr. Lluch,5
V4-94-102,2759,4459333,Vicent Andrés Estellés,25
V4-102-98,2759,4459563,Dr. Lluch,25
V4-98-100,2759,4459334,Fira València,25
V4-102-98,2759,4459565,Dr. Lluch,25
V4-98-114,2759,4459336,Mas del Rosari,5
V4-95-98,2759,4459568,Dr. Lluch,5
V4-94-102,2759,4459338,Vicent Andrés Estellés,25
V4-114-98,2759,4459569,Dr. Lluch,25
V4-98-100,2759,4459339,Fira València,25
V4-95-98,2759,4459570,Dr. Lluch,5
V4-98-114,2759,4459342,Mas del Rosari,5
V4-102-98,2759,4459573,Dr. Lluch,25
V4-98-102,2759,4459343,Vicent Andrés Estellés,5
V4-102-98,2759,4459575,Dr. Lluch,25
V4-98-100,2759,4459345,Fira València,25
V4-114-98,2759,4459577,Dr. Lluch,25
V4-98-114,2759,4459347,Mas del Rosari,5
V4-100-98,2759,4459580,Dr. Lluch,5
V4-98-102,2759,4459349,Vicent Andrés Estellés,5
V4-102-98,2759,4459582,Dr. Lluch,25
V4-98-100,2759,4459350,Fira València,25
V4-114-98,2759,4459584,Dr. Lluch,25
V4-98-114,2759,4459353,Mas del Rosari,5
V4-100-98,2759,4459587,Dr. Lluch,5
V4-98-102,2759,4459355,Vicent Andrés Estellés,5
V4-102-98,2759,4459589,Dr. Lluch,25
V4-98-100,2759,4459357,Fira València,25
V4-114-98,2759,4459591,Dr. Lluch,25
V4-98-114,2759,4459360,Mas del Rosari,5
V4-100-98,2759,4459594,Dr. Lluch,5
V4-98-102,2759,4459362,Vicent Andrés Estellés,5
V4-102-98,2759,4459596,Dr. Lluch,25
V4-98-100,2759,4459364,Fira València,25
V4-114-98,2759,4459598,Dr. Lluch,25
V4-98-114,2759,4459367,Mas del Rosari,5
V4-100-98,2759,4459601,Dr. Lluch,5
V4-98-102,2759,4459369,Vicent Andrés Estellés,5
V4-102-98,2759,4459603,Dr. Lluch,25
V4-98-100,2759,4459371,Fira València,25
V4-114-98,2759,4459605,Dr. Lluch,25
V4-98-114,2759,4459374,Mas del Rosari,5
V4-100-98,2759,4459608,Dr. Lluch,5
V4-98-102,2759,4459376,Vicent Andrés Estellés,5
V4-102-98,2759,4459610,Dr. Lluch,25
V4-98-100,2759,4459378,Fira València,25
V4-114-98,2759,4459612,Dr. Lluch,25
V4-98-114,2759,4459381,Mas del Rosari,5
V4-100-98,2759,4459615,Dr. Lluch,5
V4-98-102,2759,4459383,Vicent Andrés Estellés,5
V4-102-98,2759,4459617,Dr. Lluch,25
V4-98-100,2759,4459385,Fira València,25
V4-114-98,2759,4459619,Dr. Lluch,25
