route_id,service_id,trip_id,trip_headsign,shape_id
V8-126-123,2759,4459711,Marítim,59
V8-123-126,2759,4459494,Neptú,9
V8-126-123,2759,4459716,Marítim,59
V8-123-126,2759,4459499,Neptú,9
V8-126-123,2759,4459721,Marítim,59
V8-123-126,2759,4459503,Neptú,9
V8-126-123,2759,4459725,Marítim,59
V8-123-126,2759,4459508,Neptú,9
V8-126-123,2759,4459730,Marítim,59
V8-123-126,2759,4459513,Neptú,9
V8-126-123,2759,4459735,Marítim,59
V8-123-126,2759,4459517,Neptú,9
V8-126-123,2759,4459739,Marítim,59
V8-123-126,2759,4459522,Neptú,9
V8-126-123,2759,4459744,Marítim,59
V8-123-126,2759,4459527,Neptú,9
V8-126-123,2759,4459749,Marítim,59
V8-123-126,2759,4459531,Neptú,9
V8-126-123,2759,4459753,Marítim,59
V8-123-126,2759,4459536,Neptú,9
V8-126-123,2759,4459758,Marítim,59
V8-123-126,2759,4459541,Neptú,9
V8-126-123,2759,4459763,Marítim,59
V8-123-126,2759,4459544,Neptú,9
V8-126-123,2759,4459767,Marítim,59
V8-123-126,2759,4459547,Neptú,9
V8-126-123,2759,4459772,Marítim,59
V8-123-98,2759,4459552,Dr. Lluch,59
V8-126-123,2759,4459777,Marítim,59
V9-56-186,2759,4458728,Alboraia Peris Aragó,70
V9-186-66,2759,4459052,Riba-roja de Túria,69
V9-56-186,2759,4458727,Alboraia Peris Aragó,70
V9-186-66,2759,4459051,Riba-roja de Túria,69
V9-56-186,2759,4458726,Alboraia Peris Aragó,70
V9-186-66,2759,4459050,Riba-roja de Túria,69
V9-79-73,2759,4458725,Alboraia Peris Aragó,69
V9-185-56,2759,4459049,Riba-roja de Túria,70
V9-56-186,2759,4458724,Alboraia Peris Aragó,70
V9-73-56,2759,4459048,Av. del Cid,69
V9-56-73,2759,4458723,Alboraia Peris Aragó,70
V9-186-67,2759,4459047,Riba-roja de Túria,70
V9-79-186,2759,4458722,Alboraia Peris Aragó,69
V9-73-56,2759,4459046,Av. del Cid,69
V9-56-73,2759,4458721,Alboraia Peris Aragó,70
V9-186-56,2759,4459045,Riba-roja de Túria,69
V9-56-186,2759,4458720,Alboraia Peris Aragó,70
V9-73-56,2759,4459044,Av. del Cid,69
V9-69-73,2759,4458719,Alboraia Peris Aragó,69
V9-186-56,2759,4459043,Riba-roja de Túria,69
V9-56-186,2759,4458718,Alboraia Peris Aragó,70
V9-73-56,2759,4459042,Av. del Cid,69
V9-56-73,2759,4458717,Alboraia Peris Aragó,70
V9-186-56,2759,4459041,Riba-roja de Túria,69
V9-56-186,2759,4458716,Alboraia Peris Aragó,70
V9-73-56,2759,4459040,Av. del Cid,69
V9-56-73,2759,4458715,Alboraia Peris Aragó,70
V9-186-56,2759,4459039,Riba-roja de Túria,69
V9-56-185,2759,4458714,Alboraia Peris Aragó,69
V9-70-56,2759,4459038,Av. del Cid,70
V9-56-73,2759,4458713,Alboraia Peris Aragó,70
V9-186-56,2759,4459037,Riba-roja de Túria,69
V9-56-186,2759,4458712,Alboraia Peris Aragó,70
V9-73-56,2759,4459036,Av. del Cid,69
V9-56-73,2759,4458711,Alboraia Peris Aragó,70
V9-186-79,2759,4459035,Riba-roja de Túria,70
V9-56-186,2759,4458710,Alboraia Peris Aragó,70
V9-73-79,2759,4459034,Av. del Cid,70
V9-56-25,2759,4458709,Alboraia Peris Aragó,69
V9-186-56,2759,4459033,Riba-roja de Túria,69
V9-56-186,2759,4458708,Alboraia Peris Aragó,70
V9-25-56,2759,4459032,Av. del Cid,70
V9-79-73,2759,4458707,Alboraia Peris Aragó,69
V9-185-56,2759,4459031,Riba-roja de Túria,70
V9-56-186,2759,4458706,Alboraia Peris Aragó,70
V9-73-56,2759,4459030,Av. del Cid,69
V9-56-73,2759,4458705,Alboraia Peris Aragó,70
V9-186-56,2759,4459029,Riba-roja de Túria,69
V9-56-185,2759,4458704,Alboraia Peris Aragó,69
V9-73-56,2759,4459028,Av. del Cid,69
V9-56-73,2759,4458703,Alboraia Peris Aragó,70
V9-184-66,2759,4459027,Riba-roja de Túria,70
V9-79-186,2759,4458702,Alboraia Peris Aragó,69
V9-73-79,2759,4459026,Av. del Cid,70
V9-56-73,2759,4458701,Alboraia Peris Aragó,70
V9-186-56,2759,4459025,Riba-roja de Túria,69
V9-56-186,2759,4458700,Alboraia Peris Aragó,70
V9-73-56,2759,4459024,Av. del Cid,69
V9-69-25,2759,4458699,Alboraia Peris Aragó,69
V9-186-56,2759,4459023,Riba-roja de Túria,69
V9-79-185,2759,4458698,Alboraia Peris Aragó,69
V9-73-56,2759,4459022,Av. del Cid,69
V9-56-73,2759,4458697,Alboraia Peris Aragó,70
V9-185-56,2759,4459021,Riba-roja de Túria,70
V9-67-186,2759,4458696,Alboraia Peris Aragó,69
V9-73-56,2759,4459020,Av. del Cid,69
V9-56-73,2759,4458695,Alboraia Peris Aragó,70
V9-186-56,2759,4459019,Riba-roja de Túria,69
V9-67-186,2759,4458694,Alboraia Peris Aragó,69
V9-73-79,2759,4459018,Av. del Cid,70
V9-56-73,2759,4458693,Alboraia Peris Aragó,70
V9-186-79,2759,4459017,Riba-roja de Túria,70
V9-56-186,2759,4458692,Alboraia Peris Aragó,70
V9-25-56,2759,4459016,Av. del Cid,70
V9-56-25,2759,4458691,Alboraia Peris Aragó,69
V9-186-56,2759,4459015,Riba-roja de Túria,69
V9-56-186,2759,4458690,Alboraia Peris Aragó,70
V9-73-56,2759,4459014,Av. del Cid,69
V9-56-73,2759,4458689,Alboraia Peris Aragó,70
V9-186-56,2759,4459013,Riba-roja de Túria,69
V9-56-186,2759,4458688,Alboraia Peris Aragó,70
V9-73-56,2759,4459012,Av. del Cid,69
V9-79-73,2759,4458687,Alboraia Peris Aragó,69
V9-186-56,2759,4459011,Riba-roja de Túria,69
V9-56-186,2759,4458686,Alboraia Peris Aragó,70
V9-73-56,2759,4459010,Av. del Cid,69
V9-79-73,2759,4458685,Alboraia Peris Aragó,69
V9-186-56,2759,4459009,Riba-roja de Túria,69
V9-79-186,2759,4458684,Alboraia Peris Aragó,69
V9-71-56,2759,4459008,Av. del Cid,70
V9-73-56,2759,4458683,Alboraia Peris Aragó,69
V9-185-79,2759,4459007,Riba-roja de Túria,70
V9-186-56,2759,4458682,Alboraia Peris Aragó,69
V9-73-79,2759,4459006,Av. del Cid,70
V9-73-66,2759,4458681,Machado,69
V9-186-79,2759,4459005,Riba-roja de Túria,70
V9-186-66,2759,4458680,Machado,69
V9-73-56,2759,4459004,Av. del Cid,69
V9-73-66,2759,4458679,Machado,69
V9-186-56,2759,4459003,Riba-roja de Túria,69
V9-186-66,2759,4458678,Machado,69
V9-70-56,2759,4459002,Av. del Cid,70
V10-190-197,2765,4462667,Natzaret,74
V10-197-190,2765,4462756,Alacant,73
V10-190-197,2765,4462668,Natzaret,74
V10-197-190,2765,4462757,Alacant,73
V10-190-197,2765,4462669,Natzaret,74
V10-197-190,2765,4462758,Alacant,73
V10-190-197,2765,4462670,Natzaret,74
V10-197-190,2765,4462759,Alacant,73
V10-190-197,2765,4462671,Natzaret,74
V1-39-24,2765,4461942,Bétera,2
V10-197-190,2765,4462760,Alacant,73
V10-190-197,2765,4462672,Natzaret,74
V10-197-190,2765,4462761,Alacant,73
V10-190-197,2765,4462673,Natzaret,74
V10-197-190,2765,4462762,Alacant,73
V10-190-194,2765,4462674,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462763,Alacant,73
V10-190-197,2765,4462675,Natzaret,74
V10-197-190,2765,4462764,Alacant,73
V10-190-194,2765,4462676,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462765,Alacant,73
V10-190-197,2765,4462677,Natzaret,74
V10-197-190,2765,4462766,Alacant,73
V10-190-194,2765,4462678,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462767,Alacant,73
V10-190-197,2765,4462679,Natzaret,74
V10-197-190,2765,4462768,Alacant,73
V10-190-194,2765,4462680,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462769,Alacant,73
V10-190-197,2765,4462681,Natzaret,74
V1-39-24,2765,4461943,Bétera,2
V10-197-190,2765,4462770,Alacant,73
V10-190-194,2765,4462682,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462771,Alacant,73
V10-190-197,2765,4462683,Natzaret,74
V10-197-190,2765,4462772,Alacant,73
V10-190-194,2765,4462684,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462773,Alacant,73
V10-190-197,2765,4462685,Natzaret,74
V10-197-190,2765,4462774,Alacant,73
V10-190-194,2765,4462686,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462775,Alacant,73
V10-190-197,2765,4462687,Natzaret,74
V10-197-190,2765,4462776,Alacant,73
V10-190-194,2765,4462688,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462777,Alacant,73
V10-190-197,2765,4462689,Natzaret,74
V10-197-190,2765,4462778,Alacant,73
V10-190-194,2765,4462690,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462779,Alacant,73
V10-190-197,2765,4462691,Natzaret,74
V1-36-24,2765,4461941,Seminari - CEU,2
V10-197-190,2765,4462780,Alacant,73
V10-190-194,2765,4462692,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462781,Alacant,73
V10-190-197,2765,4462693,Natzaret,74
V10-197-190,2765,4462782,Alacant,73
V10-190-194,2765,4462694,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462783,Alacant,73
V10-190-197,2765,4462695,Natzaret,74
V10-197-190,2765,4462784,Alacant,73
V10-190-194,2765,4462696,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462785,Alacant,73
V10-190-197,2765,4462697,Natzaret,74
V10-197-190,2765,4462786,Alacant,73
V10-190-194,2765,4462698,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462787,Alacant,73
V10-190-197,2765,4462699,Natzaret,74
V10-197-190,2765,4462788,Alacant,73
V10-190-194,2765,4462700,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462789,Alacant,73
V10-190-197,2765,4462701,Natzaret,74
V1-39-24,2765,4461940,Bétera,2
V10-197-190,2765,4462790,Alacant,73
V10-190-194,2765,4462702,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462791,Alacant,73
V10-190-197,2765,4462703,Natzaret,74
V10-197-190,2765,4462792,Alacant,73
V10-190-194,2765,4462704,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462793,Alacant,73
V10-190-197,2765,4462705,Natzaret,74
V10-197-190,2765,4462794,Alacant,73
V10-190-194,2765,4462706,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462795,Alacant,73
V10-190-197,2765,4462707,Natzaret,74
V10-197-190,2765,4462796,Alacant,73
V10-190-194,2765,4462708,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462797,Alacant,73
V10-190-197,2765,4462709,Natzaret,74
V10-197-190,2765,4462798,Alacant,73
V10-190-194,2765,4462710,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462799,Alacant,73
V10-190-197,2765,4462711,Natzaret,74
V1-36-24,2765,4461939,Seminari - CEU,2
V10-197-190,2765,4462800,Alacant,73
V10-190-194,2765,4462712,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462801,Alacant,73
V10-190-197,2765,4462713,Natzaret,74
V10-197-190,2765,4462802,Alacant,73
V10-190-194,2765,4462714,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462803,Alacant,73
V10-190-197,2765,4462715,Natzaret,74
V10-197-190,2765,4462804,Alacant,73
V10-190-194,2765,4462716,Ciutat Arts i Ciències - Justícia,74
V1-24-39,2765,4462221,Pl. Espanya,48
V10-194-190,2765,4462805,Alacant,73
V10-190-197,2765,4462717,Natzaret,74
V10-197-190,2765,4462806,Alacant,73
V10-190-194,2765,4462718,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462807,Alacant,73
V10-190-197,2765,4462719,Natzaret,74
V10-197-190,2765,4462808,Alacant,73
V10-190-194,2765,4462720,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462809,Alacant,73
V10-190-197,2765,4462721,Natzaret,74
V1-39-24,2765,4461937,Bétera,2
V10-197-190,2765,4462810,Alacant,73
V10-190-194,2765,4462722,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462811,Alacant,73
V10-190-197,2765,4462723,Natzaret,74
V10-197-190,2765,4462812,Alacant,73
V10-190-194,2765,4462724,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462813,Alacant,73
V10-190-197,2765,4462725,Natzaret,74
V10-197-190,2765,4462814,Alacant,73
V10-190-194,2765,4462726,Ciutat Arts i Ciències - Justícia,74
V1-24-39,2765,4462220,Pl. Espanya,48
V10-194-190,2765,4462815,Alacant,73
V10-190-197,2765,4462727,Natzaret,74
V10-197-190,2765,4462816,Alacant,73
V10-190-194,2765,4462728,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462817,Alacant,73
V10-190-197,2765,4462729,Natzaret,74
V10-197-190,2765,4462818,Alacant,73
V10-190-194,2765,4462730,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462819,Alacant,73
V10-190-197,2765,4462731,Natzaret,74
V1-36-24,2765,4461938,Seminari - CEU,2
V10-197-190,2765,4462820,Alacant,73
V10-190-194,2765,4462732,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462821,Alacant,73
V10-190-197,2765,4462733,Natzaret,74
V10-197-190,2765,4462822,Alacant,73
V10-190-194,2765,4462734,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462823,Alacant,73
V10-190-197,2765,4462735,Natzaret,74
V10-197-190,2765,4462824,Alacant,73
V10-190-194,2765,4462736,Ciutat Arts i Ciències - Justícia,74
V1-24-36,2765,4462219,Pl. Espanya,48
V10-194-190,2765,4462825,Alacant,73
V10-190-197,2765,4462737,Natzaret,74
V10-197-190,2765,4462826,Alacant,73
V10-190-194,2765,4462738,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462827,Alacant,73
V10-190-197,2765,4462739,Natzaret,74
V10-197-190,2765,4462828,Alacant,73
V10-190-194,2765,4462740,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462829,Alacant,73
V10-190-197,2765,4462741,Natzaret,74
V1-39-24,2765,4461936,Bétera,2
V10-197-190,2765,4462830,Alacant,73
V10-190-194,2765,4462742,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462831,Alacant,73
V10-190-197,2765,4462743,Natzaret,74
V10-197-190,2765,4462832,Alacant,73
V10-190-194,2765,4462744,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462833,Alacant,73
V10-190-197,2765,4462745,Natzaret,74
V10-197-190,2765,4462834,Alacant,73
V10-190-194,2765,4462746,Ciutat Arts i Ciències - Justícia,74
V1-24-39,2765,4462218,Pl. Espanya,48
V10-194-190,2765,4462835,Alacant,73
V10-190-197,2765,4462747,Natzaret,74
V10-197-190,2765,4462836,Alacant,73
V10-190-194,2765,4462748,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462837,Alacant,73
V10-190-197,2765,4462749,Natzaret,74
V10-197-190,2765,4462838,Alacant,73
V10-190-194,2765,4462750,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2765,4462839,Alacant,73
V10-190-197,2765,4462751,Natzaret,74
V1-36-24,2765,4461934,Seminari - CEU,2
V10-197-190,2765,4462840,Alacant,73
V10-190-197,2765,4462752,Natzaret,74
V10-197-190,2765,4462841,Alacant,73
V10-190-197,2765,4462753,Natzaret,74
V10-197-190,2765,4462842,Alacant,73
V10-190-197,2765,4462754,Natzaret,74
V10-197-190,2765,4462843,Alacant,73
V10-190-197,2765,4462755,Natzaret,74
V10-197-190,2765,4462844,Alacant,73
V1-24-36,2765,4462217,Pl. Espanya,48
V1-39-24,2765,4461935,Bétera,2
V1-24-39,2765,4462216,Pl. Espanya,48
V1-36-24,2765,4461933,Seminari - CEU,2
V1-24-36,2765,4462215,Pl. Espanya,48
V1-39-24,2765,4461931,Bétera,2
V1-24-39,2765,4462214,Pl. Espanya,48
V1-36-24,2765,4461932,Seminari - CEU,2
V1-24-36,2765,4462213,Pl. Espanya,48
V1-39-24,2765,4461930,Bétera,2
V1-24-39,2765,4462212,Pl. Espanya,48
V1-36-24,2765,4461928,Seminari - CEU,2
V1-24-36,2765,4462211,Pl. Espanya,48
V1-39-24,2765,4461929,Bétera,2
V1-24-39,2765,4462210,Pl. Espanya,48
V1-36-24,2765,4461927,Seminari - CEU,2
V1-24-36,2765,4462209,Pl. Espanya,48
V1-39-24,2765,4461925,Bétera,2
V1-24-39,2765,4462208,Pl. Espanya,48
V1-36-24,2765,4461926,Seminari - CEU,2
V1-24-36,2765,4462207,Pl. Espanya,48
V1-39-24,2765,4461924,Bétera,2
V1-24-39,2765,4462206,Pl. Espanya,48
V1-36-24,2765,4461922,Seminari - CEU,2
V1-24-36,2765,4462205,Pl. Espanya,48
V1-39-24,2765,4461923,Bétera,2
V1-24-39,2765,4462204,Pl. Espanya,48
V1-36-24,2765,4461921,Seminari - CEU,2
V1-24-36,2765,4462203,Pl. Espanya,48
V1-39-24,2765,4461919,Bétera,2
V1-24-39,2765,4462202,Pl. Espanya,48
V1-36-24,2765,4461920,Seminari - CEU,2
V1-24-36,2765,4462201,Pl. Espanya,48
V1-39-25,2765,4461918,Bétera,48
V1-24-39,2765,4462200,Pl. Espanya,48
V1-36-24,2765,4461917,Seminari - CEU,2
V1-24-36,2765,4462199,Pl. Espanya,48
V1-39-24,2765,4461916,Bétera,2
V1-24-39,2765,4462198,Pl. Espanya,48
V1-36-24,2765,4461915,Seminari - CEU,2
V1-24-36,2765,4462197,Pl. Espanya,48
V1-39-24,2765,4461914,Bétera,2
V1-24-39,2765,4462196,Pl. Espanya,48
V1-36-25,2765,4461913,Seminari - CEU,48
V1-24-36,2765,4462195,Pl. Espanya,48
V1-39-24,2765,4461912,Bétera,2
V1-24-39,2765,4462194,Pl. Espanya,48
V1-35-24,2765,4461911,Seminari - CEU,48
V1-24-36,2765,4462193,Pl. Espanya,48
V1-39-24,2765,4461910,Bétera,2
V1-24-39,2765,4462192,Pl. Espanya,48
V1-35-24,2765,4461909,Seminari - CEU,48
V1-24-36,2765,4462191,Pl. Espanya,48
V1-39-24,2765,4461908,Bétera,2
V1-24-39,2765,4462190,Pl. Espanya,48
V1-36-24,2765,4461907,Seminari - CEU,2
V1-24-36,2765,4462189,Pl. Espanya,48
V1-39-24,2765,4461906,Bétera,2
V1-24-39,2765,4462188,Pl. Espanya,48
V1-36-24,2765,4461905,Seminari - CEU,2
V1-24-36,2765,4462187,Pl. Espanya,48
V1-39-24,2765,4461904,Bétera,2
V1-24-39,2765,4462186,Pl. Espanya,48
V1-36-25,2765,4461903,Seminari - CEU,48
V1-24-36,2765,4462185,Pl. Espanya,48
V1-39-24,2765,4461902,Bétera,2
V1-24-39,2765,4462184,Pl. Espanya,48
V1-36-24,2765,4461901,Seminari - CEU,2
V1-24-36,2765,4462183,Pl. Espanya,48
V1-39-24,2765,4461900,Bétera,2
V1-24-39,2765,4462182,Pl. Espanya,48
V1-39-24,2765,4461899,Bétera,2
V1-24-36,2765,4462181,Pl. Espanya,48
V1-24-39,2765,4462180,Pl. Espanya,48
V1-24-36,2765,4462179,Pl. Espanya,48
V1-24-39,2765,4462178,Pl. Espanya,48
V1-24-39,2765,4462177,Pl. Espanya,48
V2-43-24,2765,4461898,Paterna,47
V2-24-44,2765,4462176,Pl. Espanya,47
V2-44-24,2765,4461897,Paterna,1
V2-24-44,2765,4462175,Pl. Espanya,47
V2-44-24,2765,4461896,Paterna,1
V2-24-44,2765,4462174,Pl. Espanya,47
V2-44-24,2765,4461895,Paterna,1
V2-24-44,2765,4462173,Pl. Espanya,47
V2-44-24,2765,4461894,Paterna,1
V2-24-44,2765,4462172,Pl. Espanya,47
V2-44-24,2765,4461893,Paterna,1
V2-24-44,2765,4462171,Pl. Espanya,47
V2-44-24,2765,4461892,Paterna,1
V2-24-44,2765,4462170,Pl. Espanya,47
V2-44-24,2765,4461891,Paterna,1
V2-24-44,2765,4462169,Pl. Espanya,47
V2-44-24,2765,4461890,Paterna,1
V2-24-44,2765,4462168,Pl. Espanya,47
V2-44-24,2765,4461889,Paterna,1
V2-24-44,2765,4462167,Pl. Espanya,47
V2-44-24,2765,4461888,Paterna,1
V2-24-44,2765,4462166,Pl. Espanya,47
V2-44-24,2765,4461887,Paterna,1
V2-24-44,2765,4462165,Pl. Espanya,47
V2-44-24,2765,4461885,Paterna,1
V2-24-44,2765,4462164,Pl. Espanya,47
V2-44-24,2765,4461886,Paterna,1
V2-24-44,2765,4462163,Pl. Espanya,47
V2-44-24,2765,4461884,Paterna,1
V2-24-44,2765,4462162,Pl. Espanya,47
V2-44-24,2765,4461883,Paterna,1
V2-24-44,2765,4462161,Pl. Espanya,47
V2-44-24,2765,4461882,Paterna,1
V2-24-44,2765,4462160,Pl. Espanya,47
V2-43-24,2765,4461881,Paterna,47
V2-24-44,2765,4462159,Pl. Espanya,47
V2-44-24,2765,4461880,Paterna,1
V2-24-44,2765,4462158,Pl. Espanya,47
V2-44-24,2765,4461879,Paterna,1
V2-24-44,2765,4462157,Pl. Espanya,47
V2-44-24,2765,4461877,Paterna,1
V2-24-44,2765,4462156,Pl. Espanya,47
V2-44-24,2765,4461878,Paterna,1
V2-24-44,2765,4462155,Pl. Espanya,47
V2-44-24,2765,4461875,Paterna,1
V2-24-44,2765,4462154,Pl. Espanya,47
V2-44-24,2765,4461876,Paterna,1
V2-24-44,2765,4462153,Pl. Espanya,47
V2-44-24,2765,4461873,Paterna,1
V2-24-44,2765,4462152,Pl. Espanya,47
V2-44-24,2765,4461874,Paterna,1
V2-24-44,2765,4462151,Pl. Espanya,47
V2-44-24,2765,4461871,Paterna,1
V2-24-44,2765,4462150,Pl. Espanya,47
V2-44-24,2765,4461872,Paterna,1
V2-24-44,2765,4462149,Pl. Espanya,47
V2-44-24,2765,4461869,Paterna,1
V2-24-44,2765,4462148,Pl. Espanya,47
V2-44-24,2765,4461870,Paterna,1
V2-24-44,2765,4462147,Pl. Espanya,47
V2-44-24,2765,4461867,Paterna,1
V2-24-44,2765,4462145,Pl. Espanya,47
V2-44-24,2765,4461868,Paterna,1
V2-24-44,2765,4462146,Pl. Espanya,47
V2-44-24,2765,4461865,Paterna,1
V2-24-44,2765,4462144,Pl. Espanya,47
V2-44-24,2765,4461866,Paterna,1
V2-24-44,2765,4462143,Pl. Espanya,47
V2-44-24,2765,4461863,Paterna,1
V2-24-44,2765,4462142,Pl. Espanya,47
V2-44-24,2765,4461864,Paterna,1
V2-24-44,2765,4462141,Pl. Espanya,47
V2-44-24,2765,4461861,Paterna,1
V2-24-44,2765,4462140,Pl. Espanya,47
V2-44-24,2765,4461862,Paterna,1
V2-24-44,2765,4462139,Pl. Espanya,47
V2-43-24,2765,4461859,Paterna,47
V2-24-44,2765,4462138,Pl. Espanya,47
V2-44-24,2765,4461860,Paterna,1
V2-24-44,2765,4462137,Pl. Espanya,47
V2-44-24,2765,4461857,Paterna,1
V2-24-44,2765,4462136,Pl. Espanya,47
V2-44-25,2765,4461858,Paterna,47
V2-24-44,2765,4462135,Pl. Espanya,47
V2-44-24,2765,4461855,Paterna,1
V2-24-44,2765,4462134,Pl. Espanya,47
V2-44-24,2765,4461856,Paterna,1
V2-24-44,2765,4462133,Pl. Espanya,47
V2-44-24,2765,4461853,Paterna,1
V2-24-44,2765,4462132,Pl. Espanya,47
V2-44-24,2765,4461854,Paterna,1
V2-24-44,2765,4462131,Pl. Espanya,47
V2-43-24,2765,4461851,Paterna,47
V2-24-44,2765,4462130,Pl. Espanya,47
V2-44-24,2765,4461852,Paterna,1
V2-24-44,2765,4462129,Pl. Espanya,47
V2-24-44,2765,4462128,Pl. Espanya,47
V2-44-24,2765,4461849,Paterna,1
V3-64-79,2765,4461850,Rafelbunyol,43
V3-182-66,2765,4462127,Aeroport,43
V3-64-181,2765,4461848,Rafelbunyol,43
V3-182-66,2765,4462126,Aeroport,43
V3-64-182,2765,4461846,Rafelbunyol,3
V3-182-64,2765,4462125,Aeroport,43
V3-64-182,2765,4461847,Rafelbunyol,3
V3-182-64,2765,4462124,Aeroport,43
V3-64-182,2765,4461845,Rafelbunyol,3
V3-182-56,2765,4462123,Aeroport,43
V3-64-182,2765,4461843,Rafelbunyol,3
V3-182-64,2765,4462122,Aeroport,43
V3-64-182,2765,4461844,Rafelbunyol,3
V3-182-56,2765,4462121,Aeroport,43
V3-64-182,2765,4461841,Rafelbunyol,3
V3-182-64,2765,4462120,Aeroport,43
V3-64-182,2765,4461842,Rafelbunyol,3
V3-182-56,2765,4462119,Aeroport,43
V3-64-182,2765,4461839,Rafelbunyol,3
V3-181-64,2765,4462118,Aeroport,3
V3-64-182,2765,4461840,Rafelbunyol,3
V3-182-64,2765,4462117,Aeroport,43
V3-64-182,2765,4461837,Rafelbunyol,3
V3-182-64,2765,4462116,Aeroport,43
V3-64-182,2765,4461838,Rafelbunyol,3
V3-182-64,2765,4462115,Aeroport,43
V3-64-182,2765,4461835,Rafelbunyol,3
V3-182-64,2765,4462114,Aeroport,43
V3-64-182,2765,4461836,Rafelbunyol,3
V3-182-64,2765,4462113,Aeroport,43
V3-64-182,2765,4461833,Rafelbunyol,3
V3-182-64,2765,4462112,Aeroport,43
V3-64-182,2765,4461834,Rafelbunyol,3
V3-182-64,2765,4462111,Aeroport,43
V3-64-181,2765,4461831,Rafelbunyol,43
V3-181-64,2765,4462110,Aeroport,3
V3-64-182,2765,4461832,Rafelbunyol,3
V3-182-64,2765,4462109,Aeroport,43
V3-64-182,2765,4461829,Rafelbunyol,3
V3-182-64,2765,4462107,Aeroport,43
V3-64-181,2765,4461830,Rafelbunyol,43
V3-182-64,2765,4462108,Aeroport,43
V3-64-182,2765,4461827,Rafelbunyol,3
V3-182-64,2765,4462106,Aeroport,43
V3-64-182,2765,4461828,Rafelbunyol,3
V3-182-64,2765,4462104,Aeroport,43
V3-64-182,2765,4461825,Rafelbunyol,3
V3-182-64,2765,4462105,Aeroport,43
V3-64-182,2765,4461826,Rafelbunyol,3
V3-182-64,2765,4462103,Aeroport,43
V3-64-182,2765,4461823,Rafelbunyol,3
V3-182-64,2765,4462101,Aeroport,43
V3-64-182,2765,4461824,Rafelbunyol,3
V3-182-64,2765,4462102,Aeroport,43
V3-64-181,2765,4461821,Rafelbunyol,43
V3-182-64,2765,4462100,Aeroport,43
V3-64-182,2765,4461822,Rafelbunyol,3
V3-182-64,2765,4462098,Aeroport,43
V3-64-182,2765,4461819,Rafelbunyol,3
V3-182-64,2765,4462099,Aeroport,43
V3-64-181,2765,4461820,Rafelbunyol,43
V3-182-64,2765,4462097,Aeroport,43
V3-64-182,2765,4461817,Rafelbunyol,3
V3-181-64,2765,4462095,Aeroport,3
V3-64-182,2765,4461818,Rafelbunyol,3
V3-181-64,2765,4462096,Aeroport,3
V3-64-182,2765,4461815,Rafelbunyol,3
V3-181-64,2765,4462094,Aeroport,3
V3-64-182,2765,4461816,Rafelbunyol,3
V3-181-64,2765,4462092,Aeroport,3
V3-64-182,2765,4461813,Rafelbunyol,3
V3-181-64,2765,4462093,Aeroport,3
V3-64-182,2765,4461814,Rafelbunyol,3
V3-181-64,2765,4462091,Aeroport,3
V3-64-182,2765,4461811,Rafelbunyol,3
V3-181-64,2765,4462089,Aeroport,3
V3-56-182,2765,4461812,Alboraia Peris Aragó,3
V3-182-64,2765,4462090,Aeroport,43
V3-64-182,2765,4461809,Rafelbunyol,3
